id,journal_id,name,pmid,pmc,publisher_id,doi,subject,published_date,received_date,accepted_date,license_type,copyright_statement,keywords,repositories
1106,52,"A machine learning approach based on ACMG/AMP guidelines for genomic variant classification and prioritization",35169226,8847497,6547,10.1038/s41598-022-06547-3,Article,2022-02-15,2021-03-03,2022-01-07,,"© The Author(s) 2022","Biomedical engineering;Data mining;Genetic testing;Genetic variation;Personalized medicine;Genetic predisposition to disease;Genetic counselling",https://github.com/GiovannaNicora/MLVar
1107,217,"Computational identification of clonal cells in single-cell CRISPR screens",35168568,8845350,8359,10.1186/s12864-022-08359-1,"Research Article",2022-02-15,2021-10-26,2022-02-01,,"© The Author(s) 2022","Single-cell CRISPR screens;Single-cell genomics;CRISPR",https://github.com/yihan1119/Group_clone
1108,70,"Optimal transport improves cell–cell similarity inference in single-cell omics data",35157031,9004651,btac084,10.1093/bioinformatics/btac084,"Original Papers",2022-04-15,2021-07-12,2022-02-08,,"© The Author(s) 2022. Published by Oxford University Press.","",https://github.com/ComputationalSystemsBiology/OT-scOmics;https://github.com/ComputationalSystemsBiology/ot-scOmics;https://github.com/ComputationalSystemsBiology/momixnotebook
1109,104,"The AOP-DB RDF: Applying FAIR Principles to the Semantic Integration of AOP Data Using the Research Description Framework",35295213,8915825,803983,10.3389/ftox.2022.803983,Toxicology,2022-02-14,2021-10-28,2022-01-13,,"Copyright © 2022 Mortensen, Martens, Senn, Levey, Evelo, Willighagen and Exner.","semantic web;adverse outcome pathway;toxcast assays;disease;pathway;ontological mapping",https://github.com/BiGCAT-UM/AOP-DB-RDF
1110,350,"Physical Activity, Sedentary Behavior, and Sleep on Twitter: Multicountry and Fully Labeled Public Data Set for Digital Public Health Surveillance Research",35156938,8887637,v8i2e32355,10.2196/32355,"Open Source/Open Data","",2021-07-23,2021-10-13,,"©Zahra Shakeri Hossein Abad, Gregory P Butler, Wendy Thompson, Joon Lee. Originally published in JMIR Public Health and Surveillance (https://publichealth.jmir.org), 14.02.2022.","digital public health surveillance;social media analysis;physical activity;sedentary behavior;sleep;machine learning;online health information;infodemiology;public health database",https://github.com/data-intelligence-for-health-lab/Lpheada-Labelled-Public-HEAlth-DAtaset
1111,12,"A FAIR and AI-ready Higgs boson decay dataset",35165298,8844008,1109,10.1038/s41597-021-01109-0,Article,2022-02-14,2021-09-01,2021-12-15,,"© The Author(s) 2022","Scientific data;Computational science",""
1112,351,"Effect of PAIP1 on the metastatic potential and prognostic significance in oral squamous cell carcinoma",35153296,8841500,162,10.1038/s41368-022-00162-8,Article,2022-02-14,2021-07-21,2022-01-13,,"© The Author(s) 2022","Cancer;Oral cancer;Genetic databases;Oral cancer detection",https://github.com/kunalchawlaa/TCGA-Oral-Cancer
1113,43,"Structural and functional analysis of the roles of influenza C virus membrane proteins in assembly and budding",35157850,8914389,101727,10.1016/j.jbc.2022.101727,"Research Article",2022-02-12,2021-11-12,"",,"© 2022 The Authors","influenza virus;inflluenza C virus;hemagglutinin;HEF;M1;M2;assembly;budding;cryo-EM;super resolution microscopy;CHO-K1, Chinese hamster ovary cells;cryo-EM, cryo-electron microscopy;DMEM, Dulbecco’s modified Eagle medium;dSTORM, direct stochastic optical reconstruction microscopy;ER, endoplasmic reticulum;FCS, fetal calf serum;Flu C, influenza C virus;Flu D, influenza D virus;GUVs, giant unilamellar vesicles;HA, hemagglutinin;HEF, hemagglutinin-esterase-fusion glycoprotein;HEK-293T, human embryonic kidney-293T cells;MDCK I, Madin-Darby canine kidney cells subline I;MOI, multiplicity of infection;NA, neuraminidase;PFU, plaque forming unit;TCID;VLPs, virus-like particles",""
1114,352,"Teaching Dynamics to Biology Undergraduates: the UCLA Experience",35150346,8840928,999,10.1007/s11538-022-00999-4,"Special Issue: Mathematical Biology Education",2022-02-12,2021-10-21,2022-01-18,,"© The Author(s) 2022","Mathematical biology courses;Dynamical systems;Modeling in biology;Teaching dynamics",""
1115,162,"Polygenic risk impacts ",35147171,9307317,ddac037,10.1093/hmg/ddac037,"Original Article",2022-07-15,2021-11-17,2022-02-04,,"© The Author(s) 2022. Published by Oxford University Press. All rights reserved. For Permissions, please email: journals.permissions@oup.com","",""
1116,353,"Genome Nexus: A Comprehensive Resource for the Annotation and Interpretation of Genomic Variants in Cancer",35148171,8846305,CCI.21.00144,10.1200/CCI.21.00144,"ORIGINAL REPORTS","",2021-08-20,2021-12-30,,"© 2022 by American Society of Clinical Oncology","",""
1117,97,"Simple Code Implementation for Deep Learning–Based Segmentation to Evaluate Central Serous Chorioretinopathy in Fundus Photography",35147661,8842634,TVST-21-4034,10.1167/tvst.11.2.22,"Data Science",2022-02-11,2021-09-05,2022-01-12,,"Copyright 2022 The Authors","segmentation;deep learning;fundus photography;central serous chorioretinopathy;code implementation",https://github.com/divamgupta/image-segmentation-keras
1118,61,"Convolutional Neural Networks for Segmenting Cerebellar Fissures from Magnetic Resonance Imaging",35214268,8963095,sensors-22-01345,10.3390/s22041345,Article,2022-02-10,2021-12-09,2022-02-08,,"© 2022 by the authors.","convolutional neural network;cerebellum segmentation;neurodegenerative disease;cerebellar fissures;magnetic resonance imaging",https://github.com/pmneila/morphsnakes;https://github.com/robbinc91/cerebellar_fissures_segmentation_cnn
1119,354,"A hands-on tutorial on network and topological neuroscience",35142909,8930803,2435,10.1007/s00429-021-02435-0,"Practical Guide",2022-02-10,2021-03-18,2021-11-23,,"© The Author(s) 2022","Network analysis;Neuroscience;Topological data analysis;Python;Graph theory;Brain networks",https://github.com/lordgrilo/AML-days-TDA-tutorial;https://github.com/braindynamicslab/dyneusr-notebooks;https://github.com/multinetlab-amsterdam/network_TDA_tutorial;https://github.com/lukassnoek/NI-edu;https://github.com/GUDHI/TDA-tutorial;https://github.com/nebneuron/clique-top;https://github.com/aestrivex/bctpy
1120,355,"A New Gene Family Diagnostic for Intracellular Biomineralization of Amorphous Ca Carbonates by Cyanobacteria",35143662,8890360,evac026,10.1093/gbe/evac026,"Research Article","","",2022-01-29,,"© The Author(s) 2022. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution.","biomineralization;amorphous calcium carbonates;cyanobacteria;protein structure prediction;phylogeny;glycine zipper motifs, comparative genomics",""
1121,65,"Identity Determinants of the Translocation Signal for a Type 1 Secretion System",35222063,8870123,,10.3389/fphys.2021.804646,Physiology,2022-02-10,2021-10-29,2021-12-31,,"Copyright © 2022 Spitz, Erenburg, Kanonenberg, Peherstorfer, Lenders, Reiners, Ma, Luisi, Smits and Schmitt.","bacterial secretion systems;secretion signal;ABC transporter;amphipathic helix;ATPase activity;protein secretion",""
1122,65,"Influence of High Energy Diet and Polygenic Predisposition for Obesity on Postpartum Health in Rat Dams",35222059,8867007,,10.3389/fphys.2021.772707,Physiology,2022-02-10,2021-09-08,2021-12-16,,"Copyright © 2022 Leuthardt, Bayer, Monné Rodríguez and Boyle.","high energy diet;sucrose preference test;liver steatosis;maternal obesity;leptin resistance;maternal behavior",https://github.com/DeniseCaiLab/ezTrack
1123,180,"Robustness of autoencoders for establishing psychometric properties based on small sample sizes: results from a Monte Carlo simulation study and a sports fan curiosity study",35494838,9044230,cs-782,10.7717/peerj-cs.782,"Algorithms and Analysis of Algorithms",2022-02-09,2021-07-15,2021-10-21,,"©2022 Lin et al.","Autoencoder;Principal component analysis;Factor analysis;Dimension reduction;Sample size;Construct validity",https://github.com/robbinlin/data-generation-
1124,102,"Direct detection of RNA modifications and structure using single-molecule nanopore sequencing",35252946,8896822,100097,10.1016/j.xgen.2022.100097,Technology,2022-02-09,2020-12-19,2022-01-19,,"© 2022 The Author(s)","RNA;nanopore;direct RNA nanopore sequencing;RNA modifications;RNA structure;long-read;SHAPE-MaP;2′-",https://github.com/physnano/rRNA_nanoSHAPE;https://github.com/jts/nanopolish;https://github.com/nanoporetech/tombo;https://github.com/nanoporetech/ont_fast5_api
1125,356,"BioPhi: A platform for antibody design, humanization, and humanness evaluation based on natural antibody repertoires and deep learning",35133949,8837241,2020203,10.1080/19420862.2021.2020203,Report,2022-02-08,"","",,"© 2022 The Author(s). Published with license by Taylor & Francis Group, LLC.","Antibody humanization;humanness;human-likeness;immunogenicity;deimmunization;immune repertoires;machine learning;deep learning",https://github.com/Merck/BioPhi;https://github.com/vkola-lab/peds2019;https://github.com/prihoda/AbNumber;https://github.com/Merck/BioPhi-2021-publication
1126,91,"Cell types of origin of the cell-free transcriptome",35132263,9200634,1188,10.1038/s41587-021-01188-9,"Brief Communication",2022-02-07,2021-05-05,2021-12-13,,"© The Author(s) 2022, corrected publication 2022","Machine learning;Diagnostic markers;Chronic kidney disease;Systems analysis;Next-generation sequencing",https://github.com/sevahn/deconvolution
1127,341,"A single cell ",35134336,9014886,,10.1016/j.devcel.2022.01.008,Article,2022-03-30,"","",,,"",https://github.com/ohlerlab/scKB;https://github.com/ohlerlab/COPILOT;https://github.com/ohlerlab/SEMITONES;https://github.com/Hsu-Che-Wei/COPILOT;https://github.com/BUStools/BUSpaRse;https://github.com/rajewsky-lab/novosparc;https://github.com/alexdobin/STAR;https://github.com/jenniferfranks/FSQN
1128,357,"Modeling bursty transcription and splicing with the chemical master equation",35143775,8943761,,10.1016/j.bpj.2022.02.004,Articles,2022-03-15,2021-07-30,2022-02-03,,"© 2022 Biophysical Society.","",""
1129,66,"A complete description of thermodynamic stabilities of molecular crystals",35131847,8832981,202111769,10.1073/pnas.2111769119,410,2022-02-07,"",2021-12-23,,"Copyright © 2022 the Author(s). Published by PNAS.","statistical mechanics;machine learning;ab initio thermodynamics;polymorphism",https://github.com/venkatkapil24/data_molecular_fluctuations
1130,359,"High-throughput qPCR and 16S rRNA gene amplicon sequencing as complementary methods for the investigation of the cheese microbiota",35130830,8819918,2451,10.1186/s12866-022-02451-y,Research,2022-02-07,2021-09-23,2022-01-17,,"© The Author(s) 2022","",https://github.com/tseemann/barrnap;https://github.com/marcomeola/DAIRYdb
1131,360,"Evaluating an automated machine learning model that predicts visual acuity outcomes in patients with neovascular age-related macular degeneration",35122132,9325856,5544,10.1007/s00417-021-05544-y,"Retinal Disorders",2022-02-05,2021-06-28,2021-12-27,,"© The Author(s) 2022","Automated machine learning;Neovascular age-related macular degeneration;Artificial intelligence;Anti-VEGF;OCT;Model interpretability",https://github.com/abdallahabbas20/nAMD_AutoML_Study_Code
1132,53,"Circuit topology analysis of cellular genome reveals signature motifs, conformational heterogeneity, and scaling",35243229,8861635,103866,10.1016/j.isci.2022.103866,Article,2022-02-05,2021-06-25,2022-01-31,,"© 2022 The Author(s)","Genomics;In silico biology;Mathematical biosciences",""
1133,112,"Evaluating semantic similarity methods for comparison of text-derived phenotype profiles",35123470,8818208,1770,10.1186/s12911-022-01770-4,Research,2022-02-05,2021-08-20,2022-01-21,,"© The Author(s) 2022","Semantic web;Ontology;Differential diagnosis;MIMIC-III;Semantic similarity",https://github.com/reality/mimpred
1134,70,"Vivarium: an interface and engine for integrative multiscale modeling in computational biology",35134830,8963310,btac049,10.1093/bioinformatics/btac049,"Original Papers",2022-04-01,2021-05-01,2022-01-28,,"© The Author(s) 2022. Published by Oxford University Press. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com","",https://github.com/vivarium-collective/vivarium-notebooks;https://github.com/vivarium-collective/vivarium-core
1135,53,"The neuropeptide Pth2 modulates social behavior and anxiety in zebrafish",35243231,8861652,103868,10.1016/j.isci.2022.103868,Article,2022-02-04,2021-07-27,2022-02-01,,"© 2022 The Author(s)","Biological sciences;Behavioral neuroscience;Molecular neuroscience",https://github.com/Anneser/zfish_PTH2
1136,15,"Qiber3D—an open-source software package for the quantitative analysis of networks from 3D image stacks",35134926,8848317,giab091,10.1093/gigascience/giab091,"Technical Note",2022-02-04,2021-06-23,2021-12-07,,"© The Author(s) 2022. Published by Oxford University Press GigaScience.","morphometric quantification;confocal imaging;image processing;vascular networks;fibrous networks;neurons",https://github.com/theia-dev/Qiber3D;https://github.com/marcomusy/vedo;https://github.com/soft-matter/pims;https://github.com/seung-lab/kimimaro
1137,20,"Long undecoded transcript isoform (LUTI) detection in meiotic budding yeast by direct RNA and transcript leader sequencing",35169715,8829799,101145,10.1016/j.xpro.2022.101145,Protocol,2022-02-04,"","",,"© 2022 The Authors","Bioinformatics;Sequence analysis;Genetics;Genomics;Sequencing;Model Organisms;Molecular Biology",https://github.com/alexdobin/STAR;https://github.com/lh3/minimap2;https://github.com/atresen/LUTI_key_features
1138,361,"Directed mutational scanning reveals a balance between acidic and hydrophobic residues in strong human activation domains",35120642,9241528,,10.1016/j.cels.2022.01.002,Article,2022-06-24,"","",,,"",""
1139,316,"Causal Effect of the Tokyo 2020 Olympic and Paralympic Games on the Number of COVID-19 Cases under COVID-19 Pandemic: An Ecological Study Using the Synthetic Control Method",35207697,8879008,jpm-12-00209,10.3390/jpm12020209,Article,2022-02-03,2022-01-05,2022-01-29,,"© 2022 by the authors.","Tokyo 2020;Olympic and Paralympic Games;COVID-19;pandemic;synthetic control method;causal effect;ecological study",https://github.com/sankyoh/Tokyo2020_COVID19
1140,12,"A reusable neural network pipeline for unidirectional fiber segmentation",35110550,8810976,1119,10.1038/s41597-022-01119-6,Analysis,2022-02-02,2021-03-29,2021-12-08,,"© The Author(s) 2022","Scientific data;Computational methods;Software",https://github.com/alexdesiqueira/fcn_microct
1141,18,"Delayed Antarctic sea-ice decline in high-resolution climate change simulations",35110565,8810850,28259,10.1038/s41467-022-28259-y,Article,2022-02-02,2020-01-26,2022-01-16,,"© The Author(s) 2022","Cryospheric science;Projection and prediction;Cryospheric science;Climate and Earth system modelling",https://github.com/trackow/AntarcticSeaIce_NatCommun
1142,362,"Comparing the performance and coverage of selected ",35386221,8979226,,10.1016/j.comtox.2021.100208,Article,2022-03-09,"","",,,"None;metabolism;read-across;TIMES;Meteor Nexus;OECD Toolbox;CTS;SyGMa;BioTransfomer;PPRTV",""
1143,46,"The Impact of Cerebral Perfusion on Mesenchymal Stem Cells Distribution after Intra-Arterial Transplantation: A Quantitative MR Study",35203560,8962387,biomedicines-10-00353,10.3390/biomedicines10020353,Article,2022-02-01,2021-11-20,2022-01-28,,"© 2022 by the authors.","stroke cell therapy;selective intra-arterial perfusion;transcatheter intra-arterial perfusion;MRI;mesenchymal stem cells;intra-arterial;cell transplantation;MCAO",https://github.com/Gubskiy-Ilya/iaPWI_cells
